mxene_type,terminations,electrolyte,electrolyte_concentration,thickness_um,deposition_method,annealing_temp_c,annealing_time_min,interlayer_spacing_nm,specific_surface_area_m2g,pore_volume_cm3g,optical_transmittance,sheet_resistance_ohm_sq,areal_capacitance_mf_cm2,esr_ohm,rate_capability_percent,cycle_life_cycles
MXene/PEDOT:PSS,mixed,PVA-H3PO4 gel,0.0,0.0,spin coating,190.0,0.0,0.0,20.5,0.0,0.0,0.0,3.1,2.0,80.0,22661
MXene/PEDOT:PSS (tartaric acid),mixed,,0.0,0.0,spray coating,190.0,0.0,0.0,20.5,0.0,0.0,0.0,4.272,2.0,80.0,22661
PANI-MXene,mixed,,0.0,0.0,self-assembly,190.0,0.0,0.0,20.5,0.0,0.0,0.0,968.5500000000001,2.0,80.0,100000
PVA/BC/MXene composite,mixed,,0.0,0.0,direction freeze drying,190.0,0.0,0.0,20.5,0.0,0.0,0.0,3948.0,2.0,80.0,100000
MXene-NiCo LDH,mixed,,0.0,0.0,electrostatic layer-by-layer assembly,190.0,0.0,0.0,20.5,0.0,0.0,0.0,136900.0,2.0,80.0,22661
MXene/bentonite,mixed,,0.0,0.0,,190.0,0.0,0.0,20.5,0.0,0.0,0.0,22.8,2.0,80.0,22661
MXene,mixed,PU-encapsulated,0.0,0.0,spray coating and laser engraving,190.0,0.0,0.0,20.5,0.0,0.0,0.0,73.6,2.0,80.0,8355
MXene/SA/PVA,mixed,NaCl,0.0,0.0,,190.0,0.0,0.0,20.5,0.0,0.0,0.0,130.8,2.0,80.0,22661
Ti3C2Tx,mixed,PVA-H2SO4 gel,0.0,0.0,thermal inkjet printing,190.0,0.0,0.0,20.5,0.0,0.0,0.0,294.0,2.0,80.0,100000
Ti3C2Tx,mixed,,0.0,0.0,stamping,190.0,0.0,0.0,20.5,0.0,0.0,0.0,57.0,2.0,80.0,34291
Ti3C2Tx (HF-etched),mixed,1M H2SO4,0.0,0.0,Meyer rod coating and laser scribing,190.0,0.0,0.0,20.5,0.0,0.0,0.0,6.2,2.0,80.0,22661
Ti3C2Tx (clay-type),mixed,1M H2SO4,0.0,0.0,Meyer rod coating and laser scribing,190.0,0.0,0.0,20.5,0.0,0.0,0.0,25.0,2.0,80.0,22661
MXene/BP composite,mixed,PVA-H2SO4 gel,0.0,0.0,self-assembly and laser engraving,190.0,0.0,0.0,20.5,0.0,0.0,0.0,672.645,2.0,80.0,25883
N-doped MXene,mixed,PVA-H2SO4 gel,0.0,0.0,extrusion printing,190.0,0.0,0.0,20.5,0.0,0.0,0.0,70.1,2.0,80.0,18733
s-DWCNT/MXene,mixed,PVA-H2SO4 gel,0.0,0.0,FIB technique,190.0,0.0,0.0,20.5,0.0,0.0,0.0,317.0,2.0,80.0,22661
EG:MXene composite,mixed,PVA/H3PO4 gel,0.0,0.0,spray coating,190.0,0.0,0.0,20.5,0.0,0.0,0.0,3.26,2.0,80.0,2811
MXene,mixed,Water in LiBr,0.0,0.0,3D printing,190.0,0.0,0.0,20.5,0.0,0.0,0.0,4000.0,2.0,80.0,54662
Ti2VC2,mixed,1M H2SO4,0.0,0.0,ultrasound-assisted,190.0,0.0,0.0,20.5,0.0,0.0,0.0,777.0,2.0,80.0,61496
Surface functionalized MXene (MXene-C),mixed,,0.0,0.0,3D printing,190.0,0.0,0.0,20.5,0.0,0.0,0.0,68.0,2.0,80.0,73259
V2NTx,mixed,3.5 M KOH,0.0,0.0,Selective etching of Al from V2AlN using LiF-HCl followed by DMSO delamination,190.0,0.0,0.0,20.5,0.0,0.0,0.0,169.2,2.0,80.0,54662
V2NTx,mixed,3.5 M KOH,0.0,0.0,Selective etching of Al from V2AlN using LiF-HCl followed by DMSO delamination,190.0,0.0,0.0,20.5,0.0,0.0,0.0,37.95,2.0,80.0,22661
