mxene_type,electrolyte,areal_capacitance_mf_cm2,volumetric_capacitance_f_cm3,specific_capacitance_f_g,ssa_m2_g,annealing_temperature_c,scan_rate_mv_s,current_density_a_g,cycling_stability,num_cycles,synthesis_method,source_filename,paper_doi,paper_title,extraction_timestamp,model_used
N-Ti3C2Tx,1 M MgSO4,,,82.0,,200.0,1.0,,,,HF etching and ammonia annealing,Nitrogen-doped Ti3C2Tx MXene electrodes for high-performance supercapacitors,Nitrogen-doped Ti3C2Tx MXene electrodes for high-performance supercapacitors,Nitrogen-doped Ti3C2Tx MXene electrodes for high-performance supercapacitors,2026-03-08T15:48:18.759882,gemini-3.1-pro-preview
N-Ti3C2Tx,1 M MgSO4,,,64.0,,300.0,1.0,,,,HF etching and ammonia annealing,Nitrogen-doped Ti3C2Tx MXene electrodes for high-performance supercapacitors,Nitrogen-doped Ti3C2Tx MXene electrodes for high-performance supercapacitors,Nitrogen-doped Ti3C2Tx MXene electrodes for high-performance supercapacitors,2026-03-08T15:48:18.759883,gemini-3.1-pro-preview
N-Ti3C2Tx,1 M MgSO4,,,10.0,,500.0,1.0,,,,HF etching and ammonia annealing,Nitrogen-doped Ti3C2Tx MXene electrodes for high-performance supercapacitors,Nitrogen-doped Ti3C2Tx MXene electrodes for high-performance supercapacitors,Nitrogen-doped Ti3C2Tx MXene electrodes for high-performance supercapacitors,2026-03-08T15:48:18.759884,gemini-3.1-pro-preview
N-Ti3C2Tx,1 M MgSO4,,,13.0,,700.0,1.0,,,,HF etching and ammonia annealing,Nitrogen-doped Ti3C2Tx MXene electrodes for high-performance supercapacitors,Nitrogen-doped Ti3C2Tx MXene electrodes for high-performance supercapacitors,Nitrogen-doped Ti3C2Tx MXene electrodes for high-performance supercapacitors,2026-03-08T15:48:18.759885,gemini-3.1-pro-preview
Ti3C2Tx,1 M H2SO4,205.0,,,,,50.0,,,,Electrospinning and carbonization,Electrospun MXeneIcarbon nanofibers as supercapacitor electrodes,Electrospun MXeneIcarbon nanofibers as supercapacitor electrodes,Electrospun MXene/Carbon Nanofibers as Supercapacitor Electrodes,2026-03-08T15:48:18.759887,gemini-3.1-pro-preview
Ti3C2Tx,1 M H2SO4,239.0,,,,800.0,10.0,,,,Electrospinning and carbonization,Electrospun MXeneIcarbon nanofibers as supercapacitor electrodes,Electrospun MXeneIcarbon nanofibers as supercapacitor electrodes,Electrospun MXene/Carbon Nanofibers as Supercapacitor Electrodes,2026-03-08T15:48:18.759893,gemini-3.1-pro-preview
Ti3C2Tx,1 M H2SO4,,,,,700.0,50.0,,,10000.0,Electrospinning and carbonization,Electrospun MXeneIcarbon nanofibers as supercapacitor electrodes,Electrospun MXeneIcarbon nanofibers as supercapacitor electrodes,Electrospun MXene/Carbon Nanofibers as Supercapacitor Electrodes,2026-03-08T15:48:18.759894,gemini-3.1-pro-preview
Ti3C2Tx,1 M H2SO4,244.0,,,,,,,,,Electrospinning and carbonization,Electrospun MXeneIcarbon nanofibers as supercapacitor electrodes,Electrospun MXeneIcarbon nanofibers as supercapacitor electrodes,Electrospun MXene/Carbon Nanofibers as Supercapacitor Electrodes,2026-03-08T15:48:18.759896,gemini-3.1-pro-preview
ZnO QDs/Ti3C2Tx,1.5 M Na2SO4,,,305.0,252.991,,,0.5,96.79,5000.0,electrostatic self-assembly,Electrostatic self-assembled ZnO quantum dots-MXene composite film for,Electrostatic self-assembled ZnO quantum dots-MXene composite film for,Electrostatic self-assembled ZnO quantum dots/MXene composite film for high-performance supercapacitor,2026-03-08T15:48:18.759897,gemini-3.1-pro-preview
Ti3C2Tx,1.5 M Na2SO4,,,125.87,42.73,,,0.5,,,LiF and HCl etching,Electrostatic self-assembled ZnO quantum dots-MXene composite film for,Electrostatic self-assembled ZnO quantum dots-MXene composite film for,Electrostatic self-assembled ZnO quantum dots/MXene composite film for high-performance supercapacitor,2026-03-08T15:48:18.759899,gemini-3.1-pro-preview
ZnO QDs/Ti3C2Tx,1 M H2SO4,,,594.0,,,,0.5,,,electrostatic self-assembly,Electrostatic self-assembled ZnO quantum dots-MXene composite film for,Electrostatic self-assembled ZnO quantum dots-MXene composite film for,Electrostatic self-assembled ZnO quantum dots/MXene composite film for high-performance supercapacitor,2026-03-08T15:48:18.759900,gemini-3.1-pro-preview
ZnO QDs/Ti3C2Tx,PVA-Na2SO4 gel,,,41.0,,,2.0,,93.44,5000.0,electrostatic self-assembly,Electrostatic self-assembled ZnO quantum dots-MXene composite film for,Electrostatic self-assembled ZnO quantum dots-MXene composite film for,Electrostatic self-assembled ZnO quantum dots/MXene composite film for high-performance supercapacitor,2026-03-08T15:48:18.759902,gemini-3.1-pro-preview
ZnO QDs/Ti3C2Tx (Zn1M3),1.5 M Na2SO4,,,350.0,,,,0.5,,,electrostatic self-assembly,Electrostatic self-assembled ZnO quantum dots-MXene composite film for,Electrostatic self-assembled ZnO quantum dots-MXene composite film for,Electrostatic self-assembled ZnO quantum dots/MXene composite film for high-performance supercapacitor,2026-03-08T15:48:18.759905,gemini-3.1-pro-preview
ZnO QDs/Ti3C2Tx (Zn2M3),1.5 M Na2SO4,,,270.0,,,,0.5,,,electrostatic self-assembly,Electrostatic self-assembled ZnO quantum dots-MXene composite film for,Electrostatic self-assembled ZnO quantum dots-MXene composite film for,Electrostatic self-assembled ZnO quantum dots/MXene composite film for high-performance supercapacitor,2026-03-08T15:48:18.759906,gemini-3.1-pro-preview
ZnO QDs/Ti3C2Tx (Zn3M3),1.5 M Na2SO4,,,176.0,,,,0.5,,,electrostatic self-assembly,Electrostatic self-assembled ZnO quantum dots-MXene composite film for,Electrostatic self-assembled ZnO quantum dots-MXene composite film for,Electrostatic self-assembled ZnO quantum dots/MXene composite film for high-performance supercapacitor,2026-03-08T15:48:18.759907,gemini-3.1-pro-preview
MgV2O6,2M KOH,,,491.0,16.65,600.0,,1.0,94.0,6000.0,hydrothermal,High-performance aqueous hybrid supercapacitor applications enabled by MgV2O6-MXene,High-performance aqueous hybrid supercapacitor applications enabled by MgV2O6-MXene,High-performance aqueous hybrid supercapacitor applications enabled by MgV2O6/MXene,2026-03-08T15:48:18.759910,gemini-3.1-pro-preview
MgV2O6/Ti3C2,2M KOH,,,788.0,22.13,600.0,,1.0,95.5,6000.0,hydrothermal followed by sonication,High-performance aqueous hybrid supercapacitor applications enabled by MgV2O6-MXene,High-performance aqueous hybrid supercapacitor applications enabled by MgV2O6-MXene,High-performance aqueous hybrid supercapacitor applications enabled by MgV2O6/MXene,2026-03-08T15:48:18.759911,gemini-3.1-pro-preview
MgV2O6/Ti3C2//AC,2M KOH,,,133.4,,,,1.0,93.0,5000.0,aqueous hybrid supercapacitor assembly,High-performance aqueous hybrid supercapacitor applications enabled by MgV2O6-MXene,High-performance aqueous hybrid supercapacitor applications enabled by MgV2O6-MXene,High-performance aqueous hybrid supercapacitor applications enabled by MgV2O6/MXene,2026-03-08T15:48:18.759912,gemini-3.1-pro-preview
NiFe-LDH/MXene,1M KOH,,,543.41,,,,2.0,55.87,5000.0,,"Machine learning-guided optimization, predictive modeling, and experimental validation of MXene-based supercapacitors","Machine learning-guided optimization, predictive modeling, and experimental validation of MXene-based supercapacitors","Machine learning-guided optimization, predictive modeling, and experimental validation of MXene-based supercapacitors",2026-03-08T15:48:18.759914,gemini-3.1-pro-preview
MoO3/MXene,2M KOH,,,561.64,,,5.0,,87.0,2500.0,,"Machine learning-guided optimization, predictive modeling, and experimental validation of MXene-based supercapacitors","Machine learning-guided optimization, predictive modeling, and experimental validation of MXene-based supercapacitors","Machine learning-guided optimization, predictive modeling, and experimental validation of MXene-based supercapacitors",2026-03-08T15:48:18.759915,gemini-3.1-pro-preview
Ti3C2Tx,,,1500.0,,,,,,,,,ml_applications_mxene_energy_environment,ml_applications_mxene_energy_environment,"Recent advances in machine learning applications for MXene materials: Design, synthesis, characterization, and commercialization for energy and environmental applications",2026-03-08T15:48:18.759917,gemini-3.1-pro-preview
MXene@Ni-MOF,,,,,,,,,,5000.0,,ml_applications_mxene_energy_environment,ml_applications_mxene_energy_environment,"Recent advances in machine learning applications for MXene materials: Design, synthesis, characterization, and commercialization for energy and environmental applications",2026-03-08T15:48:18.759922,gemini-3.1-pro-preview
Ti3C2Tx/GNPs (20 wt%),1 M H2SO4,,,226.6,14.25,,5.0,,84.2,5000.0,Mixed-acid method,ml_electrochemical_mxene_graphene,ml_electrochemical_mxene_graphene,Machine learning models for prediction of electrochemical properties in supercapacitor electrodes using MXene and graphene nanoplatelets,2026-03-08T15:48:18.759928,gemini-3.1-pro-preview
Ti3C2Tx/GNPs (20 wt%),1 M H2SO4,,,144.4,14.25,,10.0,,,,Mixed-acid method,ml_electrochemical_mxene_graphene,ml_electrochemical_mxene_graphene,Machine learning models for prediction of electrochemical properties in supercapacitor electrodes using MXene and graphene nanoplatelets,2026-03-08T15:48:18.759930,gemini-3.1-pro-preview
Ti3C2Tx,1 M H2SO4,,,,6.05,,,,,,Mixed-acid method,ml_electrochemical_mxene_graphene,ml_electrochemical_mxene_graphene,Machine learning models for prediction of electrochemical properties in supercapacitor electrodes using MXene and graphene nanoplatelets,2026-03-08T15:48:18.759931,gemini-3.1-pro-preview
Ti3C2Tx,KOH,,,92.0,,,,,,,HF etching,mxene_supercapacitor_review_ml_prediction,mxene_supercapacitor_review_ml_prediction,"MXene material for supercapacitor applications: A comprehensive review on properties, synthesis and machine learning for supercapacitance performance prediction",2026-03-08T15:48:18.759933,gemini-3.1-pro-preview
Ti3C2Tx,Na2SO4,,,75.0,,,,,,,HF etching,mxene_supercapacitor_review_ml_prediction,mxene_supercapacitor_review_ml_prediction,"MXene material for supercapacitor applications: A comprehensive review on properties, synthesis and machine learning for supercapacitance performance prediction",2026-03-08T15:48:18.759935,gemini-3.1-pro-preview
Ti3C2Tx,KOH,,,51.0,,,,,,,HF etching,mxene_supercapacitor_review_ml_prediction,mxene_supercapacitor_review_ml_prediction,"MXene material for supercapacitor applications: A comprehensive review on properties, synthesis and machine learning for supercapacitance performance prediction",2026-03-08T15:48:18.759936,gemini-3.1-pro-preview
Ti3C2Tx,NaCl,,,67.0,,,,,,,HF etching,mxene_supercapacitor_review_ml_prediction,mxene_supercapacitor_review_ml_prediction,"MXene material for supercapacitor applications: A comprehensive review on properties, synthesis and machine learning for supercapacitance performance prediction",2026-03-08T15:48:18.759937,gemini-3.1-pro-preview
Ti3C2Tx,Li2SO4,,,180.0,,,,,,,HF etching,mxene_supercapacitor_review_ml_prediction,mxene_supercapacitor_review_ml_prediction,"MXene material for supercapacitor applications: A comprehensive review on properties, synthesis and machine learning for supercapacitance performance prediction",2026-03-08T15:48:18.759939,gemini-3.1-pro-preview
Ti3C2Tx,K2SO4,,,73.0,,,,,,,HF etching,mxene_supercapacitor_review_ml_prediction,mxene_supercapacitor_review_ml_prediction,"MXene material for supercapacitor applications: A comprehensive review on properties, synthesis and machine learning for supercapacitance performance prediction",2026-03-08T15:48:18.759940,gemini-3.1-pro-preview
d-Ti3C2/CNT composite,alkaline,,393.0,,,,5.0,,,,,mxene_supercapacitor_review_ml_prediction,mxene_supercapacitor_review_ml_prediction,"MXene material for supercapacitor applications: A comprehensive review on properties, synthesis and machine learning for supercapacitance performance prediction",2026-03-08T15:48:18.759948,gemini-3.1-pro-preview
Ti3C2Tx/SCNT,,610.0,314.0,,,,2.0,,,,self-assembled,mxene_supercapacitor_review_ml_prediction,mxene_supercapacitor_review_ml_prediction,"MXene material for supercapacitor applications: A comprehensive review on properties, synthesis and machine learning for supercapacitance performance prediction",2026-03-08T15:48:18.759949,gemini-3.1-pro-preview
rGO/Ti3C2,,171.4,107.1,190.4,,,,,,1500.0,,mxene_supercapacitor_review_ml_prediction,mxene_supercapacitor_review_ml_prediction,"MXene material for supercapacitor applications: A comprehensive review on properties, synthesis and machine learning for supercapacitance performance prediction",2026-03-08T15:48:18.759950,gemini-3.1-pro-preview
Ti3C2Tx/CNT (BMX yarn),,,1083.0,532.0,,,,,100.0,10000.0,biscrolling,mxene_supercapacitor_review_ml_prediction,mxene_supercapacitor_review_ml_prediction,"MXene material for supercapacitor applications: A comprehensive review on properties, synthesis and machine learning for supercapacitance performance prediction",2026-03-08T15:48:18.759951,gemini-3.1-pro-preview
Nitrogen-doped Nb2CTx/rGO,H2SO4,,,816.0,,,,2.0,,,supercritical fluid method,mxene_supercapacitor_review_ml_prediction,mxene_supercapacitor_review_ml_prediction,"MXene material for supercapacitor applications: A comprehensive review on properties, synthesis and machine learning for supercapacitance performance prediction",2026-03-08T15:48:18.759953,gemini-3.1-pro-preview
Ti3C2/MnO2,,377.0,,,,,5.0,,,,,mxene_supercapacitor_review_ml_prediction,mxene_supercapacitor_review_ml_prediction,"MXene material for supercapacitor applications: A comprehensive review on properties, synthesis and machine learning for supercapacitance performance prediction",2026-03-08T15:48:18.759954,gemini-3.1-pro-preview
Ti3C2Tx MXene/NiCo2O4 nanosphere,,,,1025.0,,,,1.0,82.2,5000.0,,mxene_supercapacitor_review_ml_prediction,mxene_supercapacitor_review_ml_prediction,"MXene material for supercapacitor applications: A comprehensive review on properties, synthesis and machine learning for supercapacitance performance prediction",2026-03-08T15:48:18.759959,gemini-3.1-pro-preview
d-Ti3C2/NF,KOH,,,654.0,,,,1.0,80.6,5000.0,electrostatic self-assembly,mxene_supercapacitor_review_ml_prediction,mxene_supercapacitor_review_ml_prediction,"MXene material for supercapacitor applications: A comprehensive review on properties, synthesis and machine learning for supercapacitance performance prediction",2026-03-08T15:48:18.759960,gemini-3.1-pro-preview
borophene/Ti3C2Tx,,,,626.7,,,,1.0,85.14,,electrophoretic deposition,mxene_supercapacitor_review_ml_prediction,mxene_supercapacitor_review_ml_prediction,"MXene material for supercapacitor applications: A comprehensive review on properties, synthesis and machine learning for supercapacitance performance prediction",2026-03-08T15:48:18.759962,gemini-3.1-pro-preview
carbon dot/carboxylated CNT/Ti3C2Tx MXene,,1162.6,,,,,,,107.1,10000.0,,mxene_supercapacitor_review_ml_prediction,mxene_supercapacitor_review_ml_prediction,"MXene material for supercapacitor applications: A comprehensive review on properties, synthesis and machine learning for supercapacitance performance prediction",2026-03-08T15:48:18.759963,gemini-3.1-pro-preview
Mo2TiC2Tx,,,413.0,,,,2.0,,,,,mxene_supercapacitor_review_ml_prediction,mxene_supercapacitor_review_ml_prediction,"MXene material for supercapacitor applications: A comprehensive review on properties, synthesis and machine learning for supercapacitance performance prediction",2026-03-08T15:48:18.759964,gemini-3.1-pro-preview
Mo2Ti2C3Tx,H2SO4,,,108.5,,,,,,,hydrothermal approach,mxene_supercapacitor_review_ml_prediction,mxene_supercapacitor_review_ml_prediction,"MXene material for supercapacitor applications: A comprehensive review on properties, synthesis and machine learning for supercapacitance performance prediction",2026-03-08T15:48:18.759966,gemini-3.1-pro-preview
MXene/graphene nanoplatelets,,,,226.6,,,5.0,,84.2,5000.0,,mxenes_ai_synthesis_applications,mxenes_ai_synthesis_applications,MXenes and artificial intelligence: fostering advancements in synthesis techniques and breakthroughs in applications,2026-03-08T15:48:18.759967,gemini-3.1-pro-preview
Ti3C2Tx,NaCl-PVA,,,112.0,,,,1.0,95.0,5000.0,vacuum filtration,supercapacitor_energy_ml_simulations,supercapacitor_energy_ml_simulations,Energy storage in supercapacitor researches: Interdisciplinary applications from molecular simulations to machine learning,2026-03-08T15:48:18.759969,gemini-3.1-pro-preview
MXene/GNP composite,,,,226.6,,,,,,10000.0,,supercapacitor_energy_ml_simulations,supercapacitor_energy_ml_simulations,Energy storage in supercapacitor researches: Interdisciplinary applications from molecular simulations to machine learning,2026-03-08T15:48:18.759970,gemini-3.1-pro-preview
MXene-N,1 M H2SO4,,,566.0,,,2.0,,,,LiF-HCl etching followed by liquid ammonia and lithium metal treatment,N‐Terminalized Ti3C2Tx MXene for Supercapacitor with Extraordinary Pseudocapacitance Performance,N‐Terminalized Ti3C2Tx MXene for Supercapacitor with Extraordinary Pseudocapacitance Performance,N-Terminalized Ti3C2Tx MXene for Supercapacitor with Extraordinary Pseudocapacitance Performance,2026-03-08T15:48:18.759975,gemini-3.1-pro-preview
MXene-N,1 M H2SO4,,,588.0,,,,1.0,,,LiF-HCl etching followed by liquid ammonia and lithium metal treatment,N‐Terminalized Ti3C2Tx MXene for Supercapacitor with Extraordinary Pseudocapacitance Performance,N‐Terminalized Ti3C2Tx MXene for Supercapacitor with Extraordinary Pseudocapacitance Performance,N-Terminalized Ti3C2Tx MXene for Supercapacitor with Extraordinary Pseudocapacitance Performance,2026-03-08T15:48:18.759977,gemini-3.1-pro-preview
MXene-N,1 M H2SO4,,,548.0,,,5.0,,,,LiF-HCl etching followed by liquid ammonia and lithium metal treatment,N‐Terminalized Ti3C2Tx MXene for Supercapacitor with Extraordinary Pseudocapacitance Performance,N‐Terminalized Ti3C2Tx MXene for Supercapacitor with Extraordinary Pseudocapacitance Performance,N-Terminalized Ti3C2Tx MXene for Supercapacitor with Extraordinary Pseudocapacitance Performance,2026-03-08T15:48:18.759978,gemini-3.1-pro-preview
MXene-N,1 M H2SO4,,,525.0,,,10.0,,,,LiF-HCl etching followed by liquid ammonia and lithium metal treatment,N‐Terminalized Ti3C2Tx MXene for Supercapacitor with Extraordinary Pseudocapacitance Performance,N‐Terminalized Ti3C2Tx MXene for Supercapacitor with Extraordinary Pseudocapacitance Performance,N-Terminalized Ti3C2Tx MXene for Supercapacitor with Extraordinary Pseudocapacitance Performance,2026-03-08T15:48:18.759979,gemini-3.1-pro-preview
MXene-N,1 M H2SO4,,,483.0,,,20.0,,,,LiF-HCl etching followed by liquid ammonia and lithium metal treatment,N‐Terminalized Ti3C2Tx MXene for Supercapacitor with Extraordinary Pseudocapacitance Performance,N‐Terminalized Ti3C2Tx MXene for Supercapacitor with Extraordinary Pseudocapacitance Performance,N-Terminalized Ti3C2Tx MXene for Supercapacitor with Extraordinary Pseudocapacitance Performance,2026-03-08T15:48:18.759981,gemini-3.1-pro-preview
MXene-N,1 M H2SO4,,,372.0,,,50.0,,89.0,10000.0,LiF-HCl etching followed by liquid ammonia and lithium metal treatment,N‐Terminalized Ti3C2Tx MXene for Supercapacitor with Extraordinary Pseudocapacitance Performance,N‐Terminalized Ti3C2Tx MXene for Supercapacitor with Extraordinary Pseudocapacitance Performance,N-Terminalized Ti3C2Tx MXene for Supercapacitor with Extraordinary Pseudocapacitance Performance,2026-03-08T15:48:18.759982,gemini-3.1-pro-preview
Ti3C2Tx MXene,1 M H2SO4,,,281.0,,,2.0,,,,LiF-HCl method,N‐Terminalized Ti3C2Tx MXene for Supercapacitor with Extraordinary Pseudocapacitance Performance,N‐Terminalized Ti3C2Tx MXene for Supercapacitor with Extraordinary Pseudocapacitance Performance,N-Terminalized Ti3C2Tx MXene for Supercapacitor with Extraordinary Pseudocapacitance Performance,2026-03-08T15:48:18.759985,gemini-3.1-pro-preview
V2C,1 M H2SO4,,,487.0,,,2.0,,,,,Review on MXene synthesis  properties  and recent research exploring electrode,Review on MXene synthesis  properties  and recent research exploring electrode,"Review on MXene synthesis, properties, and recent research exploring electrode architecture for supercapacitor applications",2026-03-08T15:48:18.759987,gemini-3.1-pro-preview
V2C,1 M MgSO4,,,225.0,,,2.0,,,,,Review on MXene synthesis  properties  and recent research exploring electrode,Review on MXene synthesis  properties  and recent research exploring electrode,"Review on MXene synthesis, properties, and recent research exploring electrode architecture for supercapacitor applications",2026-03-08T15:48:18.759988,gemini-3.1-pro-preview
V2C,1 M KOH,,,184.0,,,2.0,,,,,Review on MXene synthesis  properties  and recent research exploring electrode,Review on MXene synthesis  properties  and recent research exploring electrode,"Review on MXene synthesis, properties, and recent research exploring electrode architecture for supercapacitor applications",2026-03-08T15:48:18.759989,gemini-3.1-pro-preview
Ti2NTX,MgSO4 aqueous,1.35,,,,,,,,,,Review on MXene synthesis  properties  and recent research exploring electrode,Review on MXene synthesis  properties  and recent research exploring electrode,"Review on MXene synthesis, properties, and recent research exploring electrode architecture for supercapacitor applications",2026-03-08T15:48:18.759991,gemini-3.1-pro-preview
Ti3C2Tx,KCl,,346.0,,,,,,,5000.0,,Review on MXene synthesis  properties  and recent research exploring electrode,Review on MXene synthesis  properties  and recent research exploring electrode,"Review on MXene synthesis, properties, and recent research exploring electrode architecture for supercapacitor applications",2026-03-08T15:48:18.759993,gemini-3.1-pro-preview
Ti3C2Tx,NaCl,,218.0,,,,,,,5000.0,,Review on MXene synthesis  properties  and recent research exploring electrode,Review on MXene synthesis  properties  and recent research exploring electrode,"Review on MXene synthesis, properties, and recent research exploring electrode architecture for supercapacitor applications",2026-03-08T15:48:18.759994,gemini-3.1-pro-preview
Ti3C2Tx (nanoparticle and nanosheet mixture),,,,372.0,20.5,,,1.0,95.0,5000.0,HF etching and HCl + LiF etching,Review on MXene synthesis  properties  and recent research exploring electrode,Review on MXene synthesis  properties  and recent research exploring electrode,"Review on MXene synthesis, properties, and recent research exploring electrode architecture for supercapacitor applications",2026-03-08T15:48:18.759995,gemini-3.1-pro-preview
Ti3C2Tx macroporous,1 M H2SO4,,,310.0,,,10.0,,,,PMMA microspheres templating,Review on MXene synthesis  properties  and recent research exploring electrode,Review on MXene synthesis  properties  and recent research exploring electrode,"Review on MXene synthesis, properties, and recent research exploring electrode architecture for supercapacitor applications",2026-03-08T15:48:18.759997,gemini-3.1-pro-preview
Mo1.33C,LiCl,,815.0,,,,,,,,,Review on MXene synthesis  properties  and recent research exploring electrode,Review on MXene synthesis  properties  and recent research exploring electrode,"Review on MXene synthesis, properties, and recent research exploring electrode architecture for supercapacitor applications",2026-03-08T15:48:18.759998,gemini-3.1-pro-preview
rGo/Ti3C2,,,345.2,195.0,,,,0.1,124.0,7500.0,,Review on MXene synthesis  properties  and recent research exploring electrode,Review on MXene synthesis  properties  and recent research exploring electrode,"Review on MXene synthesis, properties, and recent research exploring electrode architecture for supercapacitor applications",2026-03-08T15:48:18.759999,gemini-3.1-pro-preview
rGO/Ti3C2,,,,254.0,,,2.0,,,,,Review on MXene synthesis  properties  and recent research exploring electrode,Review on MXene synthesis  properties  and recent research exploring electrode,"Review on MXene synthesis, properties, and recent research exploring electrode architecture for supercapacitor applications",2026-03-08T15:48:18.760000,gemini-3.1-pro-preview
Co(OH)2/Ti3C2Tx,,,,153.0,,,,,99.0,1000.0,,Review on MXene synthesis  properties  and recent research exploring electrode,Review on MXene synthesis  properties  and recent research exploring electrode,"Review on MXene synthesis, properties, and recent research exploring electrode architecture for supercapacitor applications",2026-03-08T15:48:18.760002,gemini-3.1-pro-preview
Ti3C2/Ni-Co-Al-layered double hydroxide,KOH-PVA gel,,,748.2,,,,1.0,,,Liquid-phase cofeeding,Review on MXene synthesis  properties  and recent research exploring electrode,Review on MXene synthesis  properties  and recent research exploring electrode,"Review on MXene synthesis, properties, and recent research exploring electrode architecture for supercapacitor applications",2026-03-08T15:48:18.760003,gemini-3.1-pro-preview
Ti3C2Tx/ZnMnNi LDH,,,,2065.0,,,5.0,,99.8,100000.0,,Review on MXene synthesis  properties  and recent research exploring electrode,Review on MXene synthesis  properties  and recent research exploring electrode,"Review on MXene synthesis, properties, and recent research exploring electrode architecture for supercapacitor applications",2026-03-08T15:48:18.760004,gemini-3.1-pro-preview
MXene/Fe3O4/MXene sandwich,1 M Li2SO4 aqueous,46.4,,,,,,,,,Laser crystallization,Review on MXene synthesis  properties  and recent research exploring electrode,Review on MXene synthesis  properties  and recent research exploring electrode,"Review on MXene synthesis, properties, and recent research exploring electrode architecture for supercapacitor applications",2026-03-08T15:48:18.760006,gemini-3.1-pro-preview
MnO2 nanorods/MXene/carbon cloth,PVA and potassium hydroxide gel,,,511.2,,,,,,,,Review on MXene synthesis  properties  and recent research exploring electrode,Review on MXene synthesis  properties  and recent research exploring electrode,"Review on MXene synthesis, properties, and recent research exploring electrode architecture for supercapacitor applications",2026-03-08T15:48:18.760007,gemini-3.1-pro-preview
CoFe2O4 nanorod/Ti3C2Tx,LiCl,356.4,2467.6,,,,,,88.2,10000.0,,Review on MXene synthesis  properties  and recent research exploring electrode,Review on MXene synthesis  properties  and recent research exploring electrode,"Review on MXene synthesis, properties, and recent research exploring electrode architecture for supercapacitor applications",2026-03-08T15:48:18.760008,gemini-3.1-pro-preview
PPy/MXene on polyester fabric,,1295.0,,439.0,,,,,,,Self-assembly,Review on MXene synthesis  properties  and recent research exploring electrode,Review on MXene synthesis  properties  and recent research exploring electrode,"Review on MXene synthesis, properties, and recent research exploring electrode architecture for supercapacitor applications",2026-03-08T15:48:18.760009,gemini-3.1-pro-preview
Ti3C2/polyaniline nanotubes,,,,596.6,,,,0.1,94.7,5000.0,,Review on MXene synthesis  properties  and recent research exploring electrode,Review on MXene synthesis  properties  and recent research exploring electrode,"Review on MXene synthesis, properties, and recent research exploring electrode architecture for supercapacitor applications",2026-03-08T15:48:18.760011,gemini-3.1-pro-preview
TiO2/TiN/Ti3C2Tx,,,,361.0,,,,1.0,,,Hydrothermal method,Review on MXene synthesis  properties  and recent research exploring electrode,Review on MXene synthesis  properties  and recent research exploring electrode,"Review on MXene synthesis, properties, and recent research exploring electrode architecture for supercapacitor applications",2026-03-08T15:48:18.760012,gemini-3.1-pro-preview
Sodium ascorbate-caped Ti3C2Tx,,108.1,720.7,,,,,,,,Ligand capping,Review on MXene synthesis  properties  and recent research exploring electrode,Review on MXene synthesis  properties  and recent research exploring electrode,"Review on MXene synthesis, properties, and recent research exploring electrode architecture for supercapacitor applications",2026-03-08T15:48:18.760013,gemini-3.1-pro-preview
Ti3C2Tx,,15.03,,,,,10.0,,,,Laser writing,Review on MXene synthesis  properties  and recent research exploring electrode,Review on MXene synthesis  properties  and recent research exploring electrode,"Review on MXene synthesis, properties, and recent research exploring electrode architecture for supercapacitor applications",2026-03-08T15:48:18.760015,gemini-3.1-pro-preview
Ti3C2Tx,1 M H2SO4,,,73.0,3.85,80.0,,0.5,84.5,12000.0,HF etching,3D ZnO hexagonal prism-decorated 2D MXene-based high-performance flexible symmetric supercapacitor,3D ZnO hexagonal prism-decorated 2D MXene-based high-performance flexible symmetric supercapacitor,3D ZnO hexagonal prism-decorated 2D MXene-based high-performance flexible symmetric supercapacitor,2026-03-08T15:48:18.760016,gemini-3.1-pro-preview
ZnO-decorated Ti3C2Tx,1 M H2SO4,,,140.0,6.49,180.0,,0.5,97.2,12000.0,Hydrothermal,3D ZnO hexagonal prism-decorated 2D MXene-based high-performance flexible symmetric supercapacitor,3D ZnO hexagonal prism-decorated 2D MXene-based high-performance flexible symmetric supercapacitor,3D ZnO hexagonal prism-decorated 2D MXene-based high-performance flexible symmetric supercapacitor,2026-03-08T15:48:18.760017,gemini-3.1-pro-preview
ZnO-decorated Ti3C2Tx,1 M H2SO4,,,32.0,6.49,180.0,10.0,1.0,79.0,4000.0,Hydrothermal,3D ZnO hexagonal prism-decorated 2D MXene-based high-performance flexible symmetric supercapacitor,3D ZnO hexagonal prism-decorated 2D MXene-based high-performance flexible symmetric supercapacitor,3D ZnO hexagonal prism-decorated 2D MXene-based high-performance flexible symmetric supercapacitor,2026-03-08T15:48:18.760023,gemini-3.1-pro-preview
Ta4C3,0.1 M H2SO4,,,481.0,6.599,,5.0,,89.0,2000.0,HF etching,Ta4C3 MXene as supercapacitor electrodes,Ta4C3 MXene as supercapacitor electrodes,Ta4C3 MXene as supercapacitor electrodes,2026-03-08T15:48:18.760027,gemini-3.1-pro-preview
Ta4C3,0.1 M H2SO4,,,120.0,6.599,,,,,,HF etching,Ta4C3 MXene as supercapacitor electrodes,Ta4C3 MXene as supercapacitor electrodes,Ta4C3 MXene as supercapacitor electrodes,2026-03-08T15:48:18.760028,gemini-3.1-pro-preview
